Training Time (s),Average CPU Utilization (%),Average Memory Utilization (%),Power Consumption (W),Energy Consumption (J),Test Accuracy
192.1628942489624,80.30471204188481,31.02565445026178,82.27424083769633,15810.056241507902,0.9904999732971191
1040.9167292118073,82.95,31.96140873015873,84.655,88118.80571142555,0.9922999739646912
692.4906086921692,88.99759036144577,32.284186746987956,90.0978313253012,62391.90205630222,0.9879000186920166
198.84057307243347,80.53080808080809,32.25303030303031,82.47772727272728,16399.918556620967,0.10279999673366547
196.15277647972107,80.91435897435898,32.034358974358966,82.82292307692308,16245.946317704824,0.9884999990463257
196.05154013633728,79.95487179487182,32.51282051282051,81.95938461538464,16068.263582472586,0.9866999983787537
203.97913122177124,79.90492610837438,32.88275862068964,81.91443349753695,16708.834979351144,0.979200005531311
348.0351049900055,89.40744047619047,33.642857142857146,90.46669642857142,31485.58618961681,0.9850999712944031
